u,g,r,i,z,Teff,FeH
22.22547,19.74017,18.53469,18.01307,17.78328,4382,-0.28
18.13917,16.86941,16.39452,16.24475,16.20316,5575,-0.15
22.62826,20.12755,18.60081,17.82628,17.36308,3980,-0.04
21.6129,20.8898,20.63954,20.05179,19.45436,3820,-0.15
19.60349,18.00184,17.42548,17.25718,17.18861,7354,-0.08
17.59656,16.45986,16.03699,15.87612,15.83298,5873,-0.45
18.27549,17.13985,16.75728,16.6209,16.55912,5790,-0.65
19.25988,18.02528,17.59606,17.44376,17.40652,5630,-0.45
18.71701,17.67699,17.57771,17.59379,17.64067,7500,-1.5
21.0641,18.59718,17.53441,17.13069,16.91208,4382,-0.28
17.03674,15.90299,15.55172,15.41759,15.38048,6163,-0.29
19.24626,18.07815,17.62558,17.47852,17.38261,5720,-0.54
19.05103,17.84616,17.41057,17.24782,17.191,5628,-0.52
17.59233,16.48953,16.0504,15.89767,15.85089,5704,-0.74
23.8541,21.97735,20.62868,20.00142,19.53082,3858,-0.06
18.2179,17.19083,16.77994,16.61049,16.56021,6000,-1
16.77543,15.84021,15.56889,15.45393,15.43508,6500,-2
18.78321,18.3373,18.50711,18.66012,18.8812,9000,-2.5
19.25672,18.03317,17.49975,17.28412,17.19632,5704,-0.74
16.95662,15.76052,15.3274,15.16696,15.12625,5860,-0.26
19.03367,17.91667,17.73774,17.71784,17.718,7500,-1
17.37069,16.23186,15.81305,15.66268,15.61128,5873,-0.45
18.24302,17.63037,17.43084,17.38179,17.46574,5684,-2.51
18.77181,17.50738,17.38729,17.36756,17.3611,7500,-2
20.70552,19.23802,18.70238,18.41905,18.34278,5506,-0.5
21.75871,19.58689,17.67612,17.83612,17.37003,3962,-0.36
18.6915,18.26104,18.31641,18.39057,18.5555,9000,-2.5
20.03339,18.92066,18.73628,18.69869,18.68594,7000,-1.5
17.07384,16.00418,15.62199,15.49918,15.45856,6000,-1
20.06986,19.06,18.78931,18.72144,18.7215,7000,-1.5
18.80836,17.78752,17.46603,17.09874,17.28994,6000,-1.5
22.53816,20.51556,19.05251,18.0713,17.52987,3980,-0.04
24.24738,21.00898,19.55068,18.67603,18.22027,3690,0.05
21.16707,19.12651,18.16441,17.7687,17.54568,4576,-0.39
24.82314,24.16052,23.69912,20.37771,18.8391,3796,-0.27
17.12523,16.13762,15.92199,15.86036,15.86439,6500,-1.5
17.60926,16.41384,16.38573,16.44828,16.53413,7118,-0.15
21.34798,18.95424,17.59065,16.27934,15.59401,3717,-0.2
23.2622,20.61412,18.98241,16.96163,15.93183,3717,-0.2
17.5548,16.31013,16.42202,16.52048,16.61418,8500,-1
23.96529,22.88366,21.15351,18.36031,16.73928,3717,-0.2
17.46028,16.32909,16.28942,16.31697,16.39064,7500,-1.5
20.41125,19.50207,19.40681,19.43715,19.53041,11048,0.91
18.53893,17.50646,17.41312,17.03023,16.95779,6000,-1
18.6235,17.63503,17.54737,17.52769,17.59397,7000,-2
19.84873,18.79946,18.76237,18.78921,18.93394,8500,-1.5
20.37106,19.41677,19.21133,19.16761,19.06553,6500,-2
19.91706,18.80291,18.70189,18.68757,18.63362,6500,-1.5
18.46411,17.49802,17.18183,17.06681,17.03531,6000,-1.5
19.9396,18.91541,18.80982,18.79282,18.78721,7500,-1.5
19.82096,18.84855,18.72609,18.60042,18.76972,7500,-2
16.87853,15.79728,15.7045,15.7041,15.77911,7500,-0.5
16.55712,15.46448,15.12134,14.95046,14.96421,5790,-0.65
19.96027,18.75596,18.84953,18.96511,19.07741,9500,-1.5
17.91118,16.82053,16.43722,16.30295,16.26458,5704,-0.74
18.67446,17.48908,17.43697,17.47296,17.51583,7354,-0.08
20.28263,17.59426,16.13836,15.33948,14.91603,3980,-0.04
19.38567,16.91554,15.8864,15.49716,15.30994,4382,-0.28
19.02718,17.1746,16.47379,16.19587,16.05654,4955,-0.23
21.321,18.70869,17.66014,17.24181,17.0393,4382,-0.28
21.27444,18.74152,17.41857,16.85113,16.54996,3890,0.28
19.16688,17.94076,17.4534,17.23895,17.19897,5285,-0.71
18.48031,17.09432,16.57087,16.36968,16.30803,5285,-0.71
19.66489,17.2078,16.1704,15.78552,15.60638,4382,-0.28
18.70339,16.92417,16.21365,15.94465,15.84674,5059,-0.16
19.03613,17.96351,17.50604,17.3454,17.27677,5665,-0.99
17.20606,15.96178,15.54635,15.40163,15.34778,5651,-0.32
22.62815,20.04727,19.05282,18.68942,18.46925,4353,-0.47
19.03719,17.31297,16.64709,16.40853,16.33527,5059,-0.16
18.5608,17.17993,16.70897,16.5577,16.51985,5463,-0.16
17.38318,16.25554,15.85741,15.70873,15.69827,5792,-0.21
21.9113,19.66386,18.62593,18.2694,18.06302,4576,-0.39
19.85741,17.51473,16.60235,16.27652,16.11936,4528,0.07
18.71672,17.44736,16.97217,16.77946,16.71714,5320,-0.76
25.10163,21.02596,19.79673,19.26628,18.98639,4382,-0.28
18.07255,17.02205,16.8962,16.77201,16.75286,7500,-2
24.51841,21.22621,20.04836,19.6641,19.26026,4382,-0.28
19.83145,18.80702,18.76517,18.77334,18.88999,7354,-0.08
18.86915,17.70466,17.58327,17.5515,17.56999,7500,-1.5
21.82329,19.33489,17.89171,16.59424,15.97889,3717,-0.2
18.15839,17.73644,17.6399,17.63571,17.71772,7500,-2.5
24.60518,21.29779,19.72989,18.523,17.84836,3717,-0.2
18.74318,17.77797,17.44545,17.32809,17.3208,6000,-2
18.839,17.64321,17.20511,17.02151,16.93655,6000,-1
16.66801,15.50804,15.0945,14.87155,14.92805,6038,-0.08
17.49508,16.2529,15.84256,15.68872,15.61308,6038,-0.08
23.28989,20.58273,19.08063,18.12562,17.58626,3980,-0.04
18.52258,17.21311,16.70136,16.52276,16.47482,5476,-0.32
22.26375,20.26228,19.54642,19.25258,19.2302,5059,-0.16
17.97881,16.86188,16.79324,16.81605,16.87779,7500,-1.5
18.29455,17.20199,16.81515,16.66636,16.57445,5790,-0.65
19.26138,18.0163,17.56752,17.41392,17.37289,5474,-0.67
18.97237,17.87571,17.46435,17.30884,17.24508,5790,-0.65
20.49205,18.77278,18.09857,17.84011,17.71559,4955,-0.23
18.59706,17.46624,16.98057,16.8082,16.71923,5613,-0.94
17.9833,17.04811,16.76991,16.65887,16.62674,6000,-2
18.05606,17.08389,16.75074,16.62018,16.57691,6000,-1.5
16.46055,15.19484,14.76574,14.63652,14.59147,5625,-0.21
22.27413,19.80785,18.23752,17.2207,16.67669,3717,-0.2
18.05346,16.95197,16.56443,16.43572,16.37421,5790,-0.65
22.52952,21.93192,21.28724,18.83464,17.55248,3717,-0.2
23.85165,20.90929,19.43042,18.91536,18.00374,3980,-0.04
18.93571,18.53748,18.70605,18.91966,19.07875,9000,-2.5
22.43314,20.43366,19.24841,18.70496,18.40067,3962,-0.36
21.12043,19.07456,18.17143,17.84762,17.66844,4576,-0.39
23.88675,22.14642,20.45086,19.23263,18.08871,3717,-0.2
24.04316,21.16078,19.5001,18.72443,18.31897,3858,-0.06
18.97584,18.00307,17.6682,17.51378,17.46934,6500,-1.5
19.54398,18.53485,18.37981,18.36561,18.3968,7000,-2.5
19.03208,17.92422,17.84898,17.8868,17.89835,8500,-1.5
17.77008,16.6066,16.16779,16.01387,15.96547,5935,-0.54
18.2777,17.07912,16.97993,16.98118,17.04959,7500,-1.5
17.57453,16.38595,16.48978,16.61654,16.73915,8500,-1
24.51489,23.20098,21.25764,18.54093,17.1193,3717,-0.2
19.07534,18.09572,17.70908,17.55906,17.49908,6500,-0.5
19.8406,18.78081,18.68112,18.69403,18.70067,7500,-1.5
18.77184,17.51899,17.32603,17.24935,17.22758,6500,-1.5
20.4921,20.06351,20.21731,20.41219,20.60966,9000,-2.5
19.99373,18.92531,18.77166,18.73283,18.78758,7500,-1
19.11586,17.94378,18.05203,18.18766,18.29054,9000,-2.5
21.13235,18.49486,17.20728,16.66124,16.30044,3890,0.28
19.63414,18.71211,18.45996,18.32506,18.32586,6500,-2
18.71556,17.57673,17.38265,17.33843,17.32211,7000,-1
17.60185,16.44489,16.0355,15.89363,15.83241,5790,-0.65
20.32024,19.86125,20.05687,20.30732,20.58231,9000,-2.5
24.89819,23.4007,23.09395,19.78455,18.35134,7500,-2
18.37732,17.29697,17.16619,17.17923,17.18468,7500,-1.5
19.94736,18.8437,18.61631,18.54066,18.58321,7000,-1
16.61461,15.34073,15.38575,15.42507,15.45481,7500,-1.5
20.26751,19.15252,19.02924,19.00291,19.04558,7500,-1
19.73833,18.54554,18.47995,18.49683,18.55868,7500,-2
19.83998,18.83138,18.62778,18.57713,18.59222,7000,-1.5
18.89454,17.8078,17.64339,17.61766,17.63338,7500,-1
23.80375,21.7942,20.21309,19.05754,18.33543,3717,-0.2
17.89702,16.88423,16.63092,16.55843,16.54659,6500,-1.5
19.71611,18.60229,18.17072,17.99231,17.94616,5704,-0.64
19.30549,18.14503,17.95158,17.93145,17.95916,7500,-1
19.27258,17.98267,17.68764,17.59704,17.49668,6500,-1.5
17.56835,16.5251,16.31972,16.25974,16.25105,7000,-1
19.54655,19.03401,19.07618,19.16894,19.24053,8500,-2.5
17.69299,16.46461,16.34915,16.36364,16.42924,7072,-0.39
25.06498,22.6612,21.20897,20.08954,19.36806,3717,-0.2
18.27757,17.11443,16.70599,16.57374,16.5323,5790,-0.65
18.07006,16.73158,16.85902,16.9705,17.02494,9500,-1
18.8123,17.73496,17.32841,17.1848,17.15741,5704,-0.74
22.35818,19.41088,17.83388,17.24004,16.9135,3962,-0.36
22.36484,19.98268,18.9258,18.07955,17.68788,3980,-0.04
18.95628,17.73277,17.2434,17.04211,16.96518,5324,-0.75
18.73682,17.65075,17.23958,17.07875,17.03255,5790,-0.65
18.32636,18.30245,18.64292,18.96547,19.38005,9000,-2.5
18.83499,17.67422,17.21462,17.0269,16.96924,5659,-0.6
18.67197,17.48616,17.09216,16.93513,16.90254,5373,-1.08
18.78875,17.73226,17.30846,17.15094,17.05935,6000,-1
18.69433,17.40621,16.89817,16.70631,16.63521,5476,-0.32
22.32026,20.01979,19.19994,18.87411,18.72626,5164,-0.32
20.19233,18.89934,18.37691,18.13039,18.00245,5257,-1.48
21.59327,20.04613,19.32025,19.00969,18.8746,5059,-0.16
20.68072,19.03672,18.44939,18.21711,18.11023,5261,-0.03
19.34245,18.44862,18.68546,18.87642,19.02608,8554,0.1
18.73286,17.51029,17.10567,17.12384,16.89732,5373,-1.08
20.28601,19.35361,19.04722,18.94363,18.95143,6500,-2
18.36361,17.06105,16.55137,16.37948,16.29799,5377,-0.35
20.19201,19.16403,18.80987,18.66123,18.63558,6000,-1.5
17.54864,16.39727,15.99365,15.84926,15.81315,5373,-1.08
19.67111,18.69331,18.42404,18.32199,18.33427,6500,-1.5
16.28121,15.06947,14.58916,14.4493,14.3573,5373,-1.08
17.62618,16.60053,16.29035,16.18539,16.15608,6245,-0.49
18.87507,17.85557,17.50484,17.36444,17.32458,6000,-1
17.15582,15.30363,14.61057,14.32705,14.19237,4671,-0.51
19.77754,18.68132,18.30315,18.18173,18.09196,6000,-1.5
20.50689,20.17221,20.38671,20.57813,20.70215,9000,-2.5
17.22833,16.21433,15.88916,15.74973,15.73119,6000,-1.5
18.64904,17.26745,16.73828,16.5734,16.47126,5426,-0.04
17.55366,16.46706,16.09744,15.96723,15.94523,6000,-1
23.6952,21.86624,20.24658,18.60188,17.77965,3717,-0.2
19.00221,17.88604,17.47782,17.36188,17.32663,5790,-0.65
19.28199,18.02971,17.57447,17.41688,17.36618,5630,-0.45
18.98588,17.91426,17.54264,17.41822,17.37327,6000,-1
21.7108,20.49698,20.39035,19.75985,19.62061,5132,-0.61
20.90517,19.36432,18.77549,18.55589,18.46493,5261,-0.03
22.86989,19.94392,18.55179,17.90509,17.56417,3858,-0.06
18.43398,17.44945,17.16269,17.0383,17.00301,6500,-1
18.90224,17.92556,17.65737,17.62124,17.64509,7147,-0.02
17.76331,16.71294,16.34995,16.23216,16.18671,5790,-0.65
19.62119,19.63478,19.8827,20.07201,21.04518,6890,-1.62
17.59092,16.3129,16.34711,16.39235,16.43915,9640,-0.06
23.90843,21.66791,20.57256,20.16811,20.00992,4353,-0.47
19.68065,19.78216,20.08455,20.28742,20.38654,7117,-0.45
17.47522,16.42735,16.2762,16.24858,16.28676,7000,-1
19.35508,18.09933,18.15196,18.20724,18.21411,7354,-0.08
18.10533,17.13808,16.79696,16.663,16.61327,6000,-2.5
19.03259,17.99347,17.94188,17.94686,18.01112,7500,-1.5
16.55791,15.40899,15.02425,14.90324,14.86102,6038,-0.08
18.57121,18.14639,18.20012,18.32863,18.49869,9000,-2.5
19.90199,18.38182,17.78645,17.6166,17.47108,5285,-0.71
21.53118,19.62052,18.62064,18.33899,18.19341,5000,0
18.52557,17.38637,16.98541,16.83503,16.78179,5720,-0.54
19.00007,17.85398,17.73044,17.67888,17.68869,7500,-2
24.91393,20.04804,18.99322,18.35556,17.82206,4382,-0.28
22.24002,20.66369,19.93116,19.6776,19.59137,5059,-0.16
19.31593,18.31634,17.96312,17.84693,17.80532,6129,-0.74
22.9854,20.85723,19.76593,19.35534,19.11915,4576,-0.39
19.54749,18.5611,18.32455,18.16831,18.10745,6000,-2.5
18.82458,18.45457,17.52814,17.39463,17.33189,6000,-1.5
19.99043,18.98859,18.67257,18.55581,18.49216,6449,-0.48
19.14478,18.11722,17.82461,17.70793,17.68335,6000,-1.5
17.30657,16.12699,15.70475,15.55865,15.50447,5762,-0.42
19.4414,18.08051,18.0917,18.14256,18.22256,8500,-1.5
16.94885,16.49758,16.64236,16.81161,17.01174,7652,0.06
18.67938,18.26975,18.34097,18.46216,18.59776,7652,0.06
20.44799,20.045,20.30676,20.50662,21.07875,9000,-2.5
19.25758,18.79353,18.93591,19.10642,19.30586,7652,0.06
18.29695,17.00027,16.4497,16.20717,16.10233,5613,-0.94
24.63468,19.39151,24.80203,14.88384,22.8268,6767,-0.21
20.90656,24.98726,24.91837,25.04552,23.234,7500,-2.5
22.26557,19.20024,17.52558,15.2487,14.05043,3714,-0.57
18.88086,17.73562,17.57361,17.55848,17.5657,7500,-1
17.69156,16.58506,16.22235,16.07985,16.03837,5790,-0.65
17.90064,16.65559,16.80802,16.93402,17.00518,8500,-2.5
25.76917,25.63642,23.77638,20.47627,18.86558,3717,-0.2
23.37505,21.05573,20.06845,19.68802,18.99398,4576,-0.39
19.10081,17.83195,17.27917,17.0898,16.98027,5630,-0.45
18.4085,17.16402,16.95854,16.87708,16.88028,7000,-1.5
16.94769,15.68956,15.6881,15.73242,15.80791,8500,-0.5
17.65463,16.52501,16.14332,15.99839,15.95519,6038,-0.08
21.30623,18.90425,17.88666,17.4798,17.26488,4576,-0.39
21.42449,18.77538,17.43871,16.79279,16.39274,3962,-0.36
18.82568,17.51685,16.97822,16.76328,16.66618,5320,-0.76
20.06571,18.23572,17.53776,17.24692,17.11983,4955,-0.23
19.04638,17.90099,17.81963,17.79923,17.82183,7500,-2.5
23.47331,20.64506,19.1949,18.40477,17.97559,3980,-0.04
21.24495,20.45549,19.97165,19.7999,19.59002,5807,0.14
19.23675,18.22732,18.0457,18.03166,18.07355,7500,-1.5
17.60491,16.50574,16.13324,15.99545,15.96724,5704,-0.74
20.90208,18.11295,16.70819,16.06052,15.77183,3890,0.28
21.201,18.47353,17.13115,16.59947,16.29295,3890,0.28
19.98578,18.46148,17.84982,17.57884,17.48826,5285,-0.71
19.43002,18.06736,17.48901,17.21382,17.17563,5320,-0.76
20.38332,17.58627,16.27603,15.75195,15.48882,3969,0.16
21.43331,18.85548,17.45437,16.8322,16.4782,3890,0.28
22.39233,20.45887,18.70483,15.97843,14.4172,3717,-0.2
19.60026,18.2715,17.76069,17.53343,17.42659,5720,-0.54
20.4278,19.21761,18.39359,18.15858,18.44011,5661,-0.37
20.52748,18.49891,17.49114,17.08126,16.87911,4576,-0.39
17.99235,16.57611,16.00917,15.7881,15.70042,5476,-0.32
19.81324,17.40578,16.42891,16.10591,15.92636,4528,0.07
19.16475,17.48471,16.82171,16.5801,16.45715,5221,-0.24
21.45989,18.5977,17.35044,16.89606,16.64216,4246,0
19.53596,17.50698,16.72426,16.41256,16.21046,5139,-0.07
19.46233,18.17265,17.62474,17.41403,17.32764,5720,-0.54
20.35786,17.97389,17.05049,16.73553,16.58498,4528,0.07
19.2282,17.70328,17.15031,16.95256,16.89158,5377,-0.35
19.04538,17.94033,17.55053,17.40257,17.35946,5873,-0.45
22.12728,19.60366,18.12792,17.42155,17.00927,3900,0.17
17.29954,16.29471,15.99032,15.84349,15.79053,6500,-1.5
20.21448,19.04694,18.93157,18.91707,18.97544,8500,-2.5
19.30804,18.8975,19.12333,19.37422,19.47773,9000,-2.5
17.86947,16.62556,16.19118,16.033,15.9847,5651,-0.32
18.90018,17.75432,17.32603,17.16776,17.07379,6000,-1
17.63949,16.43561,15.98985,15.82517,15.76827,5873,-0.45
19.53949,18.21488,17.67049,17.42929,17.34221,5320,-0.76
20.17662,19.07771,18.93571,18.87833,18.80984,7500,-1
17.00986,15.83008,15.42991,15.28289,15.23586,6038,-0.08
20.1937,19.14801,18.9393,18.88976,18.88805,7500,-2
18.71103,17.44985,16.93218,16.76979,16.69858,5661,-0.37
21.33413,20.28511,19.67199,19.74742,19.77312,5769,-1.61
22.35961,19.64826,17.97884,17.32891,16.81875,3980,-0.04
18.05001,17.02011,16.59389,16.41863,16.3533,6000,-1
18.68836,17.64929,17.48852,17.47167,17.47244,7500,-1.5
17.48124,16.37501,15.99969,15.86279,15.80955,6000,-1
24.63437,19.59135,18.26675,17.67115,17.34366,4382,-0.28
19.9629,18.31689,17.90659,17.43141,17.28793,5169,-0.17
20.9394,19.58913,19.1263,18.98581,18.93493,5627,-0.43
20.38187,19.26621,18.88764,18.75785,18.78527,6000,-1.5
18.47567,17.46438,17.09931,16.9689,16.87556,6000,-2
19.00732,17.98882,17.67299,17.57664,17.52202,6000,-1.5
19.02622,18.57345,18.62417,18.70597,18.86148,7652,0.06
18.52805,17.48434,17.0258,16.86283,16.78448,5659,-0.6
17.87426,17.47021,17.46399,17.52561,17.66286,7368,-0.25
17.83349,16.74171,16.25372,16.0742,15.99298,5405,-1.7
19.34109,19.69994,20.17541,20.56689,20.5752,9500,-2.5
19.1751,17.98998,17.54346,17.37926,17.3208,5373,-1.08
21.41263,18.86678,17.71696,17.27885,17.01121,4382,-0.28
17.60515,16.66065,16.33816,16.19919,16.16005,6000,-2
18.60704,17.56077,17.4651,17.46188,17.47589,7500,-2.5
18.89889,17.89239,17.56595,17.44224,17.39259,6000,-1.5
18.75924,17.36909,16.86825,16.67414,16.62369,5476,-0.32
18.65563,17.53635,17.00458,16.78518,16.71811,5405,-1.7
17.2281,16.17321,15.82328,15.70556,15.67784,6000,-1.5
17.17041,16.06297,15.64612,15.4925,15.4407,5373,-1.08
19.69291,17.49626,17.27506,16.11842,15.85045,4353,-0.47
20.20063,19.19829,19.06815,19.04094,19.03901,7000,-1.5
18.77936,17.84024,17.59402,17.49631,17.48408,6500,-2.5
18.70442,17.80157,17.53409,17.4362,17.44367,6000,-2
20.38151,19.37537,19.21505,19.16597,19.13596,7228,-0.72
19.73752,17.27913,16.26984,15.88425,15.68255,4382,-0.28
19.67811,19.27399,19.45332,19.66295,19.8177,9000,-2.5
20.30951,18.20439,17.28208,17.06037,16.88369,5000,0
19.17514,17.91224,17.96631,18.03886,18.08692,7852,-1.67
18.7004,17.73852,17.5738,17.53331,17.5471,7500,-1.5
18.78809,17.5144,17.36376,17.31857,17.33303,6000,-1.5
18.20788,17.25087,16.97609,16.88072,16.85116,6500,-1.5
24.71672,21.97482,20.07769,19.28586,18.77739,3858,-0.06
15.56139,17.39265,14.28339,14.80628,14.33446,6500,-1.5
17.70102,16.64814,16.51574,16.51176,16.47037,7500,-1
19.2775,18.1633,18.04046,18.07722,18.12487,7852,-1.67
17.71469,16.65002,16.31215,16.18281,16.16625,6000,-1
18.5349,18.12719,18.16023,17.60525,17.07413,9000,-2.5
21.50978,19.56351,18.62601,18.029,17.62926,3858,-0.06
20.54537,19.46505,19.40837,19.4938,19.55212,8500,-1.5
19.84403,18.43092,17.83183,17.5232,17.4386,5285,-0.71
17.90112,16.64699,16.11402,15.89401,15.78121,5152,-1.42
22.63416,20.10245,18.75666,18.19916,17.88175,3962,-0.36
23.48983,20.35184,18.69543,17.36877,16.66256,3717,-0.2
20.23153,19.35009,19.20688,19.21266,19.18971,7500,-2
20.11401,19.07835,18.89762,18.87379,18.95744,7000,-1
17.62439,16.40513,15.991,15.86343,15.82148,5890,-0.11
19.04751,18.14451,17.88446,17.79532,17.76245,6500,-1
16.72299,15.66629,15.32574,15.18829,15.12488,6000,-1.5
19.9904,19.00476,18.72347,18.63868,18.57356,6000,-2.5
19.00225,18.07988,17.86,17.79637,17.76533,6500,-2.5
19.71833,18.75826,18.56441,18.50113,18.5564,7000,-1.5
22.51528,20.07597,18.87189,18.55132,18.34461,4000,0
18.10533,16.992,16.6121,16.4908,16.43911,5873,-0.45
19.96465,19.08941,18.8469,18.7566,18.65026,6500,-1.5
20.1572,19.16786,18.91917,18.82503,18.71706,9500,-0.5
17.99994,16.55648,16.02795,15.85364,15.76617,5426,-0.04
22.36774,20.62796,19.45968,19.00271,18.81598,4353,-0.47
17.55646,16.41855,16.0123,15.87859,15.8211,5860,-0.26
15.64312,14.63566,14.40994,14.35015,14.33967,7000,-2
20.47352,19.45449,19.3232,19.26945,19.19577,6684,0
26.05234,22.01233,20.53552,19.62419,19.066,3717,-0.2
18.63902,17.44043,17.2117,17.1298,17.14276,7000,-1
23.41175,21.86743,19.95381,17.16929,15.57529,3717,-0.2
18.74629,17.5107,17.02334,16.83815,16.77116,5651,-0.32
17.91618,16.63321,16.15938,15.99033,15.90298,5630,-0.45
24.5079,22.25329,20.68138,19.16428,18.42327,3717,-0.2
22.43088,20.90822,20.34756,20.03322,20.04097,5000,0
19.47543,18.33513,18.17494,18.14408,18.13876,7000,-1
24.38441,21.14004,19.71896,18.53466,17.94838,3717,-0.2
17.78589,16.75605,16.43583,16.31775,16.28085,6000,-1
25.06615,20.95131,19.26128,18.39383,17.86912,3980,-0.04
22.45459,20.44403,19.63243,19.33631,19.07546,5164,-0.32
18.66888,17.42126,17.02687,16.85955,16.85753,5630,-0.45
19.01684,17.94234,17.5491,17.43388,17.38181,6000,-1
18.7437,17.55,17.08163,16.90959,16.83103,5630,-0.45
18.9962,17.62962,17.13596,16.9303,16.87155,5476,-0.32
16.78291,15.55493,15.16275,15.03961,15.01596,5929,-0.11
18.31404,17.03372,16.90786,16.87489,16.85365,7500,-2
19.03805,17.84976,17.41841,17.26789,17.18525,5890,-0.11
23.42054,19.97725,18.28948,17.27371,16.68748,3980,-0.04
18.10327,17.59052,17.74613,17.88303,18.13391,7652,0.06
17.35868,16.26491,15.91327,15.79312,15.79815,5935,-0.54
17.88942,16.55713,16.10999,15.9643,15.89903,5630,-0.45
20.35806,18.5852,17.86415,17.62502,17.47153,5059,-0.16
21.21661,20.08164,19.70683,19.57232,19.4841,5645,-1.51
18.54814,17.38242,17.10369,17.02532,17.02097,6500,-1.5
19.87263,18.47583,17.96686,17.76502,17.8837,5613,-0.94
18.02394,16.94776,16.49885,16.3174,16.25291,5613,-0.94
20.87202,19.55585,18.98071,18.7475,18.63784,5257,-1.48
18.21126,17.29839,16.94389,16.82313,16.78694,6000,-2
18.35343,17.08666,16.61223,16.43536,16.39014,5630,-0.45
18.35593,17.09747,16.64147,16.46803,16.40856,5630,-0.45
22.22512,19.25106,17.81779,16.94222,16.52821,3980,-0.04
19.13087,17.76954,17.2544,17.02957,16.9635,5320,-0.76
18.91792,17.81902,17.76109,17.75961,17.79639,7500,-2
20.68734,18.32072,17.31654,16.92328,16.70835,4353,-0.47
19.22426,18.12488,18.03693,18.07181,18.15064,7500,-1.5
17.41231,16.3163,15.92389,15.75217,15.69542,6000,-1
18.61327,17.57661,17.19296,17.0393,16.99644,5966,-0.72
19.12071,18.9783,18.59746,18.2152,17.95174,3969,0.16
22.61701,20.47073,19.18641,18.62496,18.33282,3962,-0.36
19.02835,17.9604,17.61286,17.46396,17.41361,6000,-1
16.41018,15.47938,15.18181,15.06672,15.04249,6000,-2
19.07829,17.92929,17.9954,18.05893,18.10807,8500,-1
22.57911,19.99877,18.49057,16.19487,15.00568,3714,-0.57
19.24586,18.85128,19.08094,19.35173,19.63799,9000,-2.5
23.90861,20.40099,18.99574,17.84905,17.24783,3717,-0.2
19.04742,17.76208,17.48766,17.39574,17.37462,7000,-1
17.70661,16.54823,16.13751,16.02756,15.9983,5873,-0.45
17.94924,16.65389,16.75037,16.85024,16.90596,7852,-1.67
17.44089,16.2094,16.364,16.52027,16.61821,8500,-2
18.70512,17.64686,17.59071,17.60491,17.65925,8500,-0.5
18.09906,16.84019,16.33991,16.15955,16.08121,5320,-0.76
19.17994,18.02925,17.74926,17.64598,17.6104,7000,-1.5
18.87943,19.02292,17.81944,17.74292,17.51817,3717,-0.2
25.49466,24.54933,22.52424,19.92882,18.34878,3717,-0.2
18.11213,17.67655,17.75291,17.9073,18.06921,7652,0.06
20.73067,20.30761,20.47252,20.71087,20.52414,9000,-2.5
17.5797,16.65061,16.38735,16.29835,16.26657,6500,-2
16.75941,15.8166,15.57853,15.51906,15.50422,7000,-2
19.5845,18.32959,17.88964,17.74808,17.72936,5476,-0.32
20.22863,19.14481,19.01971,19.00227,18.96072,7500,-1
18.30507,17.13252,17.01485,16.9759,17.00685,7134,-0.07
16.14552,15.01367,14.87644,14.88295,14.88311,7500,-0.5
23.15895,20.71766,19.10608,17.77451,17.06311,3717,-0.2
15.51874,15.17917,15.40013,15.62131,15.87666,7652,0.06
20.43819,19.41615,19.33058,19.3,19.2828,7500,-1.5
