u,g,r,i,z,Teff
18.78321,18.3373,18.50711,18.66012,18.8812,9000
19.25672,18.03317,17.49975,17.28412,17.19632,5704
16.95662,15.76052,15.3274,15.16696,15.12625,5860
19.03367,17.91667,17.73774,17.71784,17.718,7500
17.37069,16.23186,15.81305,15.66268,15.61128,5873
18.24302,17.63037,17.43084,17.38179,17.46574,5684
18.77181,17.50738,17.38729,17.36756,17.3611,7500
20.70552,19.23802,18.70238,18.41905,18.34278,5506
21.75871,19.58689,17.67612,17.83612,17.37003,3962
18.6915,18.26104,18.31641,18.39057,18.5555,9000
20.03339,18.92066,18.73628,18.69869,18.68594,7000
17.07384,16.00418,15.62199,15.49918,15.45856,6000
20.06986,19.06,18.78931,18.72144,18.7215,7000
18.80836,17.78752,17.46603,17.09874,17.28994,6000
22.53816,20.51556,19.05251,18.0713,17.52987,3980
24.24738,21.00898,19.55068,18.67603,18.22027,3690
21.16707,19.12651,18.16441,17.7687,17.54568,4576
18.88985,17.75533,17.61591,17.59858,17.6076,7134
18.58167,18.34655,18.65664,18.91636,19.22123,9000
20.17944,19.00296,18.49642,18.30699,18.21752,5320
18.90937,16.83193,15.95793,15.65468,15.4663,4775
18.90126,17.95893,17.61241,17.49408,17.44733,5790
19.80283,18.85205,18.4824,18.33466,18.26783,6000
17.76639,17.9929,18.42555,18.81839,19.12274,9500
19.92352,19.54675,19.91483,20.12691,20.34719,9000
18.90089,17.83233,17.72609,17.73185,17.77564,6808
18.77223,17.68405,17.27283,17.11991,17.03873,5613
18.22964,17.26886,17.07396,17.01511,16.99077,6162
20.12108,19.24773,18.98069,18.85244,18.84938,6000
18.1877,17.27729,17.13501,17.09848,17.0987,6162
19.02065,18.06718,17.79673,17.64153,17.74636,5949
18.78345,17.657,17.2889,17.16299,17.12716,5704
22.01167,19.22687,18.05193,17.62726,17.16069,4382
21.34355,18.53376,17.05216,16.29823,15.90835,3858
17.73136,16.74363,16.44948,16.33557,16.30813,6000
19.71458,18.69906,18.55162,18.50591,18.55531,7000
17.1477,16.22602,15.95482,15.86564,15.82776,6000
24.91393,20.04804,18.99322,18.35556,17.82206,4382
22.24002,20.66369,19.93116,19.6776,19.59137,5059
19.31593,18.31634,17.96312,17.84693,17.80532,6129
22.9854,20.85723,19.76593,19.35534,19.11915,4576
19.54749,18.5611,18.32455,18.16831,18.10745,6000
18.82458,18.45457,17.52814,17.39463,17.33189,6000
19.99043,18.98859,18.67257,18.55581,18.49216,6449
19.14478,18.11722,17.82461,17.70793,17.68335,6000
17.30657,16.12699,15.70475,15.55865,15.50447,5762
18.58504,17.48293,17.06579,16.91451,16.83142,5373
24.90858,22.2279,20.63741,18.88579,18.01138,3717
16.12823,15.12113,14.81534,14.72198,14.72284,6000
18.25013,17.06249,16.6125,16.45005,16.39509,5630
18.95729,17.75833,17.39408,17.22012,17.1327,6000
17.47356,16.51067,16.19124,16.04983,16.00548,6000
17.80315,16.61922,16.17091,16.02812,15.9451,5474
23.92619,22.88572,21.16475,18.4511,16.86807,3714
25.98316,21.68548,20.9945,18.90176,18.17348,3717
17.50237,16.50231,16.08183,15.91243,15.81577,5952
19.74058,18.77369,18.54852,18.46758,18.53138,6500
23.47084,20.65292,19.00094,16.6872,15.39229,3717
19.81084,19.76566,20.13563,20.3768,20.65254,9000
20.03022,19.10597,18.88587,18.80973,18.79325,7000
25.48633,22.36132,20.47968,19.42875,18.72892,3717
18.26534,15.88963,14.92214,14.57991,14.39972,4528
20.66347,19.5289,18.9591,18.68603,19.13731,5320
18.1894,17.39502,17.17463,17.08912,17.04651,6500
24.95921,22.70613,20.88887,19.41479,18.07324,3717
18.679,18.70638,19.0445,19.36263,19.61844,9000
19.07056,18.60489,18.82339,19.05751,19.27618,7652
19.3749,18.43242,18.01321,17.87905,17.97687,4752
19.24533,18.41944,18.14936,18.07162,18.04522,6500
20.4711,20.13489,20.45885,20.69537,20.84877,7828
16.19318,15.09768,14.94609,14.93044,14.96282,7000
21.96671,19.56084,18.44323,18.23187,17.75234,4353
17.8331,16.73139,16.71656,16.76817,16.83685,8500
18.80834,18.35072,18.47738,18.58439,18.76383,9000
18.84018,17.86872,17.50973,17.38989,17.35626,6000
15.65118,14.38269,14.58572,14.75217,14.83824,8500
18.97095,17.99661,17.63291,17.51075,17.47193,6000
19.95369,18.86583,18.83768,18.85778,18.92974,7500
19.03896,17.92929,17.91996,17.96646,18.01418,7852
18.76062,17.69166,17.32538,17.20066,17.13358,5935
20.27843,18.31041,17.5282,17.26855,17.0752,4576
19.4414,18.08051,18.0917,18.14256,18.22256,8500
16.94885,16.49758,16.64236,16.81161,17.01174,7652
18.67938,18.26975,18.34097,18.46216,18.59776,7652
20.44799,20.045,20.30676,20.50662,21.07875,9000
19.25758,18.79353,18.93591,19.10642,19.30586,7652
18.29695,17.00027,16.4497,16.20717,16.10233,5613
24.63468,19.39151,24.80203,14.88384,22.8268,6767
20.90656,24.98726,24.91837,25.04552,23.234,7500
22.26557,19.20024,17.52558,15.2487,14.05043,3714
18.88086,17.73562,17.57361,17.55848,17.5657,7500
17.69156,16.58506,16.22235,16.07985,16.03837,5790
17.90064,16.65559,16.80802,16.93402,17.00518,8500
25.76917,25.63642,23.77638,20.47627,18.86558,3717
23.37505,21.05573,20.06845,19.68802,18.99398,4576
19.10081,17.83195,17.27917,17.0898,16.98027,5630
18.4085,17.16402,16.95854,16.87708,16.88028,7000
16.94769,15.68956,15.6881,15.73242,15.80791,8500
17.65463,16.52501,16.14332,15.99839,15.95519,6038
21.30623,18.90425,17.88666,17.4798,17.26488,4576
21.42449,18.77538,17.43871,16.79279,16.39274,3962
18.82568,17.51685,16.97822,16.76328,16.66618,5320
20.06571,18.23572,17.53776,17.24692,17.11983,4955
19.04638,17.90099,17.81963,17.79923,17.82183,7500
23.47331,20.64506,19.1949,18.40477,17.97559,3980
21.24495,20.45549,19.97165,19.7999,19.59002,5807
19.23675,18.22732,18.0457,18.03166,18.07355,7500
17.60491,16.50574,16.13324,15.99545,15.96724,5704
20.90208,18.11295,16.70819,16.06052,15.77183,3890
21.201,18.47353,17.13115,16.59947,16.29295,3890
19.98578,18.46148,17.84982,17.57884,17.48826,5285
19.43002,18.06736,17.48901,17.21382,17.17563,5320
20.38332,17.58627,16.27603,15.75195,15.48882,3969
21.43331,18.85548,17.45437,16.8322,16.4782,3890
22.39233,20.45887,18.70483,15.97843,14.4172,3717
19.60026,18.2715,17.76069,17.53343,17.42659,5720
20.4278,19.21761,18.39359,18.15858,18.44011,5661
20.52748,18.49891,17.49114,17.08126,16.87911,4576
17.99235,16.57611,16.00917,15.7881,15.70042,5476
19.81324,17.40578,16.42891,16.10591,15.92636,4528
19.16475,17.48471,16.82171,16.5801,16.45715,5221
21.45989,18.5977,17.35044,16.89606,16.64216,4246
19.53596,17.50698,16.72426,16.41256,16.21046,5139
19.46233,18.17265,17.62474,17.41403,17.32764,5720
20.35786,17.97389,17.05049,16.73553,16.58498,4528
19.2282,17.70328,17.15031,16.95256,16.89158,5377
19.04538,17.94033,17.55053,17.40257,17.35946,5873
22.12728,19.60366,18.12792,17.42155,17.00927,3900
17.29954,16.29471,15.99032,15.84349,15.79053,6500
20.21448,19.04694,18.93157,18.91707,18.97544,8500
19.30804,18.8975,19.12333,19.37422,19.47773,9000
17.86947,16.62556,16.19118,16.033,15.9847,5651
18.90018,17.75432,17.32603,17.16776,17.07379,6000
17.63949,16.43561,15.98985,15.82517,15.76827,5873
19.53949,18.21488,17.67049,17.42929,17.34221,5320
20.17662,19.07771,18.93571,18.87833,18.80984,7500
17.00986,15.83008,15.42991,15.28289,15.23586,6038
20.1937,19.14801,18.9393,18.88976,18.88805,7500
18.71103,17.44985,16.93218,16.76979,16.69858,5661
21.33413,20.28511,19.67199,19.74742,19.77312,5769
22.35961,19.64826,17.97884,17.32891,16.81875,3980
18.05001,17.02011,16.59389,16.41863,16.3533,6000
18.68836,17.64929,17.48852,17.47167,17.47244,7500
17.48124,16.37501,15.99969,15.86279,15.80955,6000
24.63437,19.59135,18.26675,17.67115,17.34366,4382
19.9629,18.31689,17.90659,17.43141,17.28793,5169
20.9394,19.58913,19.1263,18.98581,18.93493,5627
20.38187,19.26621,18.88764,18.75785,18.78527,6000
18.47567,17.46438,17.09931,16.9689,16.87556,6000
19.00732,17.98882,17.67299,17.57664,17.52202,6000
19.02622,18.57345,18.62417,18.70597,18.86148,7652
18.52805,17.48434,17.0258,16.86283,16.78448,5659
17.87426,17.47021,17.46399,17.52561,17.66286,7368
17.83349,16.74171,16.25372,16.0742,15.99298,5405
19.34109,19.69994,20.17541,20.56689,20.5752,9500
19.1751,17.98998,17.54346,17.37926,17.3208,5373
21.41263,18.86678,17.71696,17.27885,17.01121,4382
17.60515,16.66065,16.33816,16.19919,16.16005,6000
18.60704,17.56077,17.4651,17.46188,17.47589,7500
18.89889,17.89239,17.56595,17.44224,17.39259,6000
18.75924,17.36909,16.86825,16.67414,16.62369,5476
18.65563,17.53635,17.00458,16.78518,16.71811,5405
17.2281,16.17321,15.82328,15.70556,15.67784,6000
17.17041,16.06297,15.64612,15.4925,15.4407,5373
19.69291,17.49626,17.27506,16.11842,15.85045,4353
20.20063,19.19829,19.06815,19.04094,19.03901,7000
20.90517,19.36432,18.77549,18.55589,18.46493,5261
22.86989,19.94392,18.55179,17.90509,17.56417,3858
18.43398,17.44945,17.16269,17.0383,17.00301,6500
18.90224,17.92556,17.65737,17.62124,17.64509,7147
17.76331,16.71294,16.34995,16.23216,16.18671,5790
19.62119,19.63478,19.8827,20.07201,21.04518,6890
17.59092,16.3129,16.34711,16.39235,16.43915,9640
23.90843,21.66791,20.57256,20.16811,20.00992,4353
19.68065,19.78216,20.08455,20.28742,20.38654,7117
17.47522,16.42735,16.2762,16.24858,16.28676,7000
19.35508,18.09933,18.15196,18.20724,18.21411,7354
18.10533,17.13808,16.79696,16.663,16.61327,6000
19.03259,17.99347,17.94188,17.94686,18.01112,7500
16.55791,15.40899,15.02425,14.90324,14.86102,6038
18.57121,18.14639,18.20012,18.32863,18.49869,9000
19.90199,18.38182,17.78645,17.6166,17.47108,5285
21.53118,19.62052,18.62064,18.33899,18.19341,5000
18.52557,17.38637,16.98541,16.83503,16.78179,5720
19.00007,17.85398,17.73044,17.67888,17.68869,7500
23.48983,20.35184,18.69543,17.36877,16.66256,3717
20.23153,19.35009,19.20688,19.21266,19.18971,7500
20.11401,19.07835,18.89762,18.87379,18.95744,7000
17.62439,16.40513,15.991,15.86343,15.82148,5890
19.04751,18.14451,17.88446,17.79532,17.76245,6500
16.72299,15.66629,15.32574,15.18829,15.12488,6000
19.9904,19.00476,18.72347,18.63868,18.57356,6000
19.00225,18.07988,17.86,17.79637,17.76533,6500
19.71833,18.75826,18.56441,18.50113,18.5564,7000
22.51528,20.07597,18.87189,18.55132,18.34461,4000
18.10533,16.992,16.6121,16.4908,16.43911,5873
19.96465,19.08941,18.8469,18.7566,18.65026,6500
20.1572,19.16786,18.91917,18.82503,18.71706,9500
17.99994,16.55648,16.02795,15.85364,15.76617,5426
22.36774,20.62796,19.45968,19.00271,18.81598,4353
17.55646,16.41855,16.0123,15.87859,15.8211,5860
15.64312,14.63566,14.40994,14.35015,14.33967,7000
20.47352,19.45449,19.3232,19.26945,19.19577,6684
26.05234,22.01233,20.53552,19.62419,19.066,3717
18.63902,17.44043,17.2117,17.1298,17.14276,7000
23.41175,21.86743,19.95381,17.16929,15.57529,3717
18.79844,17.61451,17.35555,17.2755,17.22589,6500
18.53576,17.25342,17.41915,17.56659,17.6511,8500
21.49655,19.27652,18.11299,17.63111,17.3677,4382
17.262,16.14839,15.70567,15.5601,15.49644,5651
22.5168,19.86943,18.80936,18.42988,18.11434,4382
19.50011,18.50886,18.33836,18.29647,18.31711,6500
18.77272,18.79329,19.20589,19.47298,19.73264,9000
18.56569,17.30737,16.8743,16.72848,16.665,5630
20.43795,19.47822,19.29309,19.22161,19.25214,6597
17.58608,16.30043,16.43203,16.53785,16.59253,8500
18.70781,17.81871,17.53736,17.40917,17.36599,6500
20.29858,19.29511,19.17268,19.19366,19.26997,7000
18.74307,17.79867,17.49358,17.38617,17.37844,5961
16.78847,15.62112,15.76536,15.89382,16.00243,8500
20.0282,18.91945,18.92869,19.06041,19.12143,8637
22.19246,20.65188,20.10978,19.87717,19.74997,5639
16.60138,15.34941,15.43042,15.5199,15.57363,8500
19.35824,18.41113,18.23923,18.21804,18.25881,7000
16.31482,15.20286,15.18274,15.21603,15.28009,8500
18.44717,17.4883,17.21352,17.10561,17.10113,6000
22.89345,20.52293,18.87193,16.53208,15.28072,3717
16.31545,14.94053,14.4471,14.27351,14.2286,5377
18.35922,17.17594,16.71875,16.54131,16.47968,5651
23.93341,21.30485,19.79757,18.94859,18.46454,3705
17.9622,16.75843,16.2384,16.01933,15.92306,5320
21.80441,19.31694,17.91533,16.96322,16.4431,3690
18.36897,17.38656,17.08591,16.97711,16.95391,6000
23.75014,22.41916,20.88963,19.59113,18.87274,3717
18.98954,17.9579,17.60297,17.46679,17.42479,6000
18.80408,17.61606,17.17328,16.99956,16.94129,5476
23.93062,22.26128,20.88265,19.57511,18.86669,3717
16.99968,15.92196,15.50835,15.37885,15.32493,5790
18.73226,17.57862,17.17062,17.02535,16.97343,5720
18.03662,16.98351,16.61516,16.47126,16.44409,5613
19.15348,18.00579,17.49173,17.26126,17.19476,5665
18.88063,17.79747,17.34898,17.15634,17.11043,5665
18.03915,16.97474,16.58474,16.44634,16.39631,5704
23.99127,22.05687,20.6851,19.06056,18.16715,3717
18.48304,18.31129,18.43023,17.89885,17.30258,9000
22.65783,20.45748,18.87812,18.13464,17.47847,3717
17.70329,16.55611,16.16728,16.03067,15.9742,6038
19.04517,17.87662,17.49664,17.37287,17.33316,6038
25.78578,24.90726,22.44501,20.02914,18.47425,3820
19.7299,18.56296,18.09961,17.9246,17.88528,5474
23.62541,21.38402,20.07035,19.46944,19.12795,3890
23.637,20.83917,19.15947,18.08285,17.49389,3980
17.87268,16.59117,16.65161,16.7172,16.75249,7500
19.52762,18.34265,18.41109,18.50452,18.4938,8500
18.51908,17.305,17.13683,17.08788,17.08091,7000
19.65659,18.85763,17.65486,17.44869,17.343,5426
19.71706,18.44161,18.15666,18.05176,17.99267,6500
17.87611,16.75256,16.37082,16.23594,16.18406,5873
17.84553,16.82906,16.75385,16.88843,16.94442,7852
16.0447,14.9417,14.42419,14.80841,14.66638,7500
19.14672,17.88664,17.63626,17.57507,17.54032,6500
20.11495,17.50846,16.41219,16.01455,15.81732,4246
18.09561,16.98192,16.5934,16.46099,16.39521,5790
24.38751,22.69461,21.44798,19.48981,18.78668,3710
18.97316,17.75297,17.27459,17.10287,17.0157,5651
23.88854,22.59401,19.85314,17.30329,15.43482,6361
18.84706,17.91879,17.57821,17.42362,17.35735,6000
22.63971,20.71003,18.87622,18.19333,17.76739,3858
19.01348,17.81425,17.33323,17.14207,17.06391,5467
19.76754,19.38094,19.46453,18.90854,18.30108,9000
21.30914,20.17535,19.8846,19.41808,19.33467,5720
18.89221,17.93708,17.61073,17.48501,17.40971,6000
18.04956,16.76315,16.31102,16.14953,16.07781,5630
18.07166,15.75725,15.27251,14.39016,14.17115,4382
17.26223,16.26114,15.92733,15.82364,15.78646,6000
24.51647,23.28469,21.65727,18.91861,17.42394,3714
17.94022,16.67863,16.26111,16.07648,16.00363,6000
20.21277,19.38045,19.03795,18.8982,18.82022,5937
16.83619,15.74772,15.37244,15.23663,15.21051,5784
18.30935,15.89994,14.90758,14.56298,14.36523,4382
19.33782,18.09101,17.56538,17.33878,17.22096,5835
20.0319,18.96439,18.68003,18.55992,18.51635,6000
18.25786,17.26303,16.86523,16.68663,16.64486,5961
20.77818,18.49755,17.54102,17.16652,16.91742,4576
20.63772,18.48216,17.60213,17.29239,17.11164,4576
26.03747,22.21115,20.45613,18.44993,17.24031,3717
23.02101,19.98977,18.75782,18.30678,18.03087,4382
18.48792,17.41171,17.02371,16.89684,16.83407,6000
20.07032,19.11136,18.84706,18.74545,18.77144,6000
25.60539,21.32301,20.05816,19.28792,18.97252,3858
18.48155,17.58119,17.29172,17.20176,17.19138,6500
18.85431,17.87572,17.55523,17.44711,17.36673,6000
21.6095,19.29103,18.29172,17.91867,17.73131,4353
15.7202,14.60014,14.23465,14.09986,14.06804,5932
19.10145,17.56176,16.93771,16.72112,16.62863,5059
22.23387,19.36526,17.66902,16.87847,16.41904,3980
18.23434,16.83141,16.32431,16.15393,16.07088,5377
17.81378,16.5878,16.1787,16.04314,16.01249,5630
24.63471,21.65373,19.76201,18.75168,18.33592,3980
20.36184,19.42207,19.19971,19.12921,19.11663,6500
19.77989,18.83078,18.4764,18.3486,18.30886,6000
19.70874,18.76336,18.4577,18.34433,18.31597,6500
20.46048,19.42824,19.10828,18.9928,19.054,6000
19.8036,18.77925,18.63761,18.58986,18.66158,7000
17.64142,16.54497,16.50964,16.52354,16.58748,7500
19.89598,18.94017,18.65214,18.55705,18.57787,5952
24.28872,23.76306,21.50014,19.96886,19.11016,3717
20.02479,19.02817,18.92691,18.91533,18.97368,7500
16.80219,15.50412,14.95411,14.70687,14.59824,5152
17.40513,16.33393,15.98993,15.88532,15.87829,6000
23.34963,20.64398,19.28037,18.75808,18.48846,4000
25.18129,21.46198,20.0891,19.01161,18.51989,3717
19.68501,17.8984,17.24895,17.03903,16.91506,5169
18.29249,17.03704,16.80255,16.7162,16.69708,6500
23.01018,20.38198,19.03,18.11692,17.49059,3858
19.27322,17.9815,17.52752,17.35335,17.30853,5476
20.02004,18.94378,18.45248,18.24602,18.12769,5645
18.42558,17.33354,16.95663,16.80717,16.75955,5665
22.38503,19.6858,18.24022,17.45091,17.01614,3980
17.61754,16.43764,16.53951,16.6374,16.75182,8500
18.47994,17.43449,17.27705,17.25896,17.30176,7000
19.5104,19.42008,19.74484,20.06969,20.6474,9000
20.12264,18.91024,19.03608,19.16054,19.24817,7828
19.02567,18.08557,17.72724,17.60743,17.58872,6000
18.84569,17.91985,17.66141,17.56651,17.51028,6500
18.50994,17.21953,17.39554,17.53919,17.6311,7852
20.0334,19.1363,18.95393,18.88641,18.90843,7000
22.50594,21.16697,19.47527,16.68559,15.1196,3717
19.39353,18.35339,17.9414,17.84216,17.73041,5704
19.5557,18.56943,18.46399,18.46511,18.50663,7500
17.9921,16.90061,16.54609,16.40836,16.36749,5790
18.34653,17.05349,16.60334,16.43878,16.3584,5474
18.94428,18.48217,18.59776,18.75273,18.95143,9000
18.61184,17.54642,17.16576,17.03968,16.99119,5873
17.51339,16.41793,16.06695,15.93751,15.89478,5841
19.21079,18.80976,18.85955,18.92177,19.08269,8500
22.3348,20.27222,18.90816,18.18088,17.78925,3858
18.3515,17.35316,17.07431,16.94893,16.90699,6000
24.54119,20.636,18.98673,17.50988,16.7042,3717
19.92411,18.8483,18.77205,18.65722,18.63799,6000
18.40055,17.18971,17.04815,17.0253,17.043,7500
16.91469,15.88207,15.69828,15.65471,15.70074,7000
20.84439,20.42333,20.39281,20.4573,20.79817,9000
19.30519,18.17818,18.08519,18.09975,18.12481,7500
20.16504,19.1183,18.90739,18.86615,18.93128,7000
19.28712,18.29521,18.20727,18.20242,18.26367,7500
17.41011,16.28985,15.90513,15.76915,15.71545,5373
19.67407,18.53753,18.45985,18.49456,18.5807,7500
16.6283,15.71896,15.47093,15.37003,15.35024,6500
18.75338,17.69177,17.28288,17.12724,17.07896,5665
17.96195,16.76768,16.57728,16.58327,16.4944,6500
17.77733,16.50406,16.65345,16.78403,16.86071,8500
19.01376,18.00843,17.83536,17.78349,17.77889,7000
25.38461,22.97761,21.22178,18.36551,16.70201,3717
20.75523,19.47808,19.58492,19.74196,19.70672,8500
17.43625,16.24241,16.34859,16.46295,16.54823,8500
17.60363,16.41024,15.98137,15.82461,15.77065,5625
20.80844,19.44716,19.59481,19.75237,19.89303,8500
18.72,17.41147,17.5402,17.64473,17.73892,8500
20.05582,19.09168,18.95402,18.9041,18.9571,7000
18.9485,17.72439,17.71582,17.7704,17.7945,7500
18.7499,16.7482,15.96372,15.68902,15.54343,4775
16.71262,15.47072,15.47134,15.50465,15.51166,7500
19.7074,19.34164,19.61309,19.84981,20.20721,7652
20.44612,20.35768,20.69638,21.09345,21.09295,7518
20.22643,19.71161,19.9129,20.04381,20.36237,8500
20.52,19.31715,19.42218,19.59558,19.75919,9500
18.72257,17.89327,17.56226,17.43629,17.37919,6000
20.34202,19.29719,19.28263,19.36307,19.45726,8500
20.20901,19.28868,19.23722,19.29638,19.3789,7500
20.07833,19.10016,18.95654,18.94913,18.96577,7500
21.89445,19.80111,18.1075,17.5056,17.14044,3962
19.98023,19.01503,18.49778,18.57577,18.49931,6500
23.53773,21.70916,19.97484,19.41985,19.22782,4000
17.36759,16.32262,15.92653,15.78974,15.7319,5873
18.31656,17.83927,17.69376,17.35058,16.6907,7500
19.34998,18.90404,18.92402,19.05194,19.22971,8500
20.10137,19.07438,18.67575,18.59837,18.51201,6000
19.90661,18.83911,18.72021,18.70977,18.69364,7500
17.37297,16.26745,15.86104,15.69494,15.62644,5613
19.81452,18.75838,18.26941,18.05459,17.94396,5734
25.68465,22.34975,20.8459,18.96122,17.93225,3717
21.92694,18.99037,17.55845,16.47739,15.8161,3717
18.40041,17.36982,17.2542,17.22044,17.26286,7500
18.97266,17.84796,17.42264,17.26585,17.20143,5373
19.63906,19.4021,19.45169,18.8509,18.25064,9000
20.13153,19.06322,18.72238,18.63262,18.63717,6500
21.96931,19.23131,17.85496,17.19927,16.78599,3858
25.38618,22.17906,20.28991,18.84572,17.78498,6000
20.29905,19.21302,19.1208,19.08058,19.10691,7500
19.14341,17.80645,17.91919,18.01875,18.09672,9500
19.45144,18.10209,17.56396,17.34624,17.27157,5320
18.00726,16.90108,16.49534,16.33475,16.29753,5720
